EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2021,29,Travel_Rarely,Research & Development,Female,Senior Level,Research Scientist,Divorced,52960,4.0,14,11.0,3,7,1,7,2.75,High,Very High,Better
2022,28,Travel_Rarely,Human Resources,Female,Senior Level,Laboratory Technician,Divorced,67810,0.0,15,10.0,2,9,1,7,inf,Very High,Medium,Good
2023,46,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,21740,3.0,11,23.0,3,12,4,9,7.666666666666667,Low,High,Better
2024,38,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,66530,7.0,20,10.0,2,1,0,0,1.4285714285714286,Very High,Medium,Better
2025,43,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Married,96990,8.0,19,18.0,3,8,0,1,2.25,High,Low,Better
2026,39,Travel_Frequently,Sales,Male,Junior Level,Healthcare Representative,Divorced,67550,7.0,14,21.0,2,18,11,5,3.0,Low,Very High,Better
2027,40,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Single,22130,1.0,17,21.0,4,20,4,9,21.0,High,High,Best
2028,21,Travel_Rarely,Research & Development,Female,Entry Level,Research Scientist,Single,26100,1.0,11,2.0,3,2,2,2,2.0,Very High,Medium,Best
2029,39,Non-Travel,Research & Development,Male,Entry Level,Laboratory Technician,Single,28510,9.0,15,9.0,2,5,0,3,1.0,High,Medium,Good
2030,36,Non-Travel,Research & Development,Male,Mid Level,Sales Representative,Single,34520,2.0,13,18.0,4,11,0,9,9.0,Low,Very High,Better
2031,31,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Married,52580,0.0,14,3.0,5,2,2,2,inf,High,Very High,Better
2032,28,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Married,93550,0.0,11,6.0,4,5,0,4,inf,Low,Medium,Bad
2033,35,Travel_Frequently,Research & Development,Female,Entry Level,Manufacturing Director,Divorced,104960,1.0,13,5.0,2,5,0,2,5.0,Very High,Very High,Better
2034,49,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,63800,6.0,23,22.0,1,9,2,3,3.6666666666666665,Very High,Medium,Better
2035,34,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Single,26570,2.0,13,5.0,3,3,0,2,2.5,Very High,High,Good
2036,29,Travel_Frequently,Research & Development,Male,Mid Level,Research Scientist,Divorced,27160,0.0,18,8.0,2,7,1,1,inf,Very High,Medium,Good
2037,42,Travel_Rarely,Sales,Female,Entry Level,Healthcare Representative,Single,22010,4.0,12,16.0,3,1,0,0,4.0,Medium,Very High,Better
2038,29,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Married,65400,1.0,22,10.0,2,10,1,2,10.0,Medium,Very High,Good
2039,38,Travel_Rarely,Research & Development,Female,Entry Level,Human Resources,Married,38160,1.0,13,7.0,2,7,5,0,7.0,High,High,Best
2040,28,Travel_Frequently,Sales,Male,Entry Level,Manager,Divorced,52530,1.0,15,3.0,2,3,0,2,3.0,High,High,Better
2041,18,Non-Travel,Research & Development,Male,Mid Level,Laboratory Technician,Single,109650,1.0,18,0.0,5,0,0,0,0.0,High,High,Better
2042,33,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,49360,0.0,14,6.0,2,5,0,3,inf,Low,Low,Better
2043,41,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,25430,3.0,12,6.0,3,1,0,0,2.0,Medium,Very High,Better
2044,31,Travel_Frequently,Sales,Female,Entry Level,Research Director,Married,53040,1.0,17,2.0,3,2,2,2,2.0,High,High,Good
2045,37,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Divorced,166590,7.0,16,9.0,2,6,1,3,1.2857142857142858,High,Very High,Better
2046,27,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,42600,1.0,11,4.0,2,4,2,2,4.0,Very High,High,Better
2047,34,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,24760,1.0,19,6.0,2,6,1,3,6.0,Medium,High,Good
2048,35,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,31020,1.0,13,6.0,3,5,1,4,6.0,High,High,Bad
2049,29,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,22440,1.0,12,11.0,5,11,3,10,11.0,Very High,Low,Bad
2050,40,Travel_Frequently,Research & Development,Male,Senior Level,Human Resources,Single,75960,9.0,11,20.0,0,18,2,13,2.2222222222222223,Medium,High,Good
2051,42,Travel_Frequently,Sales,Male,Entry Level,Laboratory Technician,Single,22850,0.0,16,22.0,3,21,13,14,inf,High,Low,Good
2052,42,Travel_Rarely,Research & Development,Male,Senior Level,Laboratory Technician,Single,30340,7.0,21,9.0,3,6,1,5,1.2857142857142858,Medium,Low,Best
2053,35,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Married,57150,6.0,24,10.0,0,8,1,7,1.6666666666666667,Very High,High,Better
2054,24,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Single,25760,8.0,17,6.0,3,4,1,2,0.75,Very High,Medium,Better
2055,28,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,41970,1.0,13,1.0,3,1,0,0,1.0,High,Very High,Good
2056,26,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,143360,1.0,21,8.0,3,8,0,7,8.0,Low,Very High,Better
2057,30,Travel_Rarely,Research & Development,Female,Entry Level,Manufacturing Director,Married,34480,1.0,11,10.0,3,10,1,4,10.0,High,High,Better
2058,40,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Married,194060,3.0,20,16.0,2,1,0,0,5.333333333333333,High,Very High,Bad
2059,35,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,65380,2.0,16,15.0,3,7,6,4,7.5,High,Medium,Best
2060,34,Travel_Frequently,Research & Development,Male,Entry Level,Research Director,Single,43060,0.0,11,14.0,2,13,4,9,inf,Very High,Low,Better
2061,35,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Married,22580,1.0,11,2.0,2,2,2,2,2.0,Very High,Very High,Best
2062,43,Travel_Rarely,Sales,Female,Mid Level,Research Scientist,Single,45220,8.0,15,7.0,3,4,1,3,0.875,Low,High,Good
2063,32,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Divorced,44870,1.0,11,1.0,5,1,0,0,1.0,High,Low,Better
2064,56,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Divorced,44490,4.0,15,28.0,3,5,4,2,7.0,Very High,Low,Better
2065,29,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,22180,1.0,24,10.0,1,10,0,8,10.0,Medium,Very High,Better
2066,19,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,191970,1.0,12,1.0,2,1,0,0,1.0,High,Low,Better
2067,45,Travel_Rarely,Research & Development,Female,Junior Level,Sales Representative,Married,132120,4.0,13,7.0,4,3,0,2,1.75,Low,High,Good
2068,37,Travel_Rarely,Research & Development,Male,Mid Level,Research Scientist,Married,65770,1.0,13,14.0,1,14,3,11,14.0,Very High,Very High,Good
2069,20,Travel_Rarely,Research & Development,Male,Executive,Research Director,Single,83920,1.0,17,2.0,5,2,1,2,2.0,Low,High,Good
2070,44,Travel_Rarely,Human Resources,Male,Mid Level,Sales Executive,Single,45580,1.0,13,6.0,2,6,0,2,6.0,High,High,Better
2071,53,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Divorced,40310,3.0,12,26.0,3,7,4,7,8.666666666666666,Very High,High,Better
2072,29,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,79690,0.0,14,6.0,3,5,1,3,inf,Medium,Very High,Good
2073,22,Travel_Frequently,Research & Development,Male,Entry Level,Sales Representative,Married,26540,0.0,24,1.0,5,0,0,0,inf,High,Very High,Better
2074,46,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,165550,8.0,14,28.0,4,26,15,9,3.5,High,Low,Better
2075,44,Non-Travel,Research & Development,Male,Entry Level,Sales Representative,Single,45560,2.0,13,6.0,4,0,0,0,3.0,Very High,High,Better
2076,33,Travel_Rarely,Research & Development,Female,Entry Level,Manager,Married,60910,1.0,15,5.0,6,5,1,4,5.0,Medium,High,Better
2077,41,Non-Travel,Research & Development,Male,Junior Level,Sales Representative,Divorced,195660,6.0,16,5.0,2,1,0,0,0.8333333333333334,Low,Low,Bad
2078,30,Travel_Rarely,Sales,Male,Mid Level,Sales Executive,Divorced,48100,8.0,18,8.0,3,4,0,3,1.0,High,Low,Better
2079,40,Travel_Frequently,Sales,Male,Entry Level,Manufacturing Director,Married,45230,5.0,16,5.0,5,0,0,0,1.0,Medium,Medium,Better
2080,50,Travel_Frequently,Research & Development,Female,Junior Level,Healthcare Representative,Married,32020,2.0,24,32.0,2,2,2,2,16.0,Very High,Low,
2081,28,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,23510,1.0,16,6.0,4,6,3,3,6.0,Very High,Low,Better
2082,46,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Married,17020,5.0,21,25.0,2,4,0,3,5.0,Very High,Medium,Better
2083,35,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Married,180410,3.0,20,15.0,3,7,1,7,5.0,High,Low,Better
2084,24,Travel_Rarely,Human Resources,Male,Mid Level,Manufacturing Director,Married,28860,1.0,19,1.0,5,1,0,0,1.0,Very High,Medium,Bad
2085,33,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Married,20970,1.0,14,10.0,5,10,0,1,10.0,Medium,High,Good
2086,36,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Divorced,119350,1.0,11,7.0,6,7,1,7,7.0,High,High,Better
2087,30,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,25460,1.0,14,10.0,2,10,8,9,10.0,High,High,Good
2088,44,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,25640,1.0,12,20.0,3,20,13,17,20.0,Very High,Very High,Better
2089,20,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Single,84120,1.0,13,2.0,2,2,2,2,2.0,High,Very High,Better
2090,46,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Divorced,141180,2.0,22,12.0,3,6,1,4,6.0,Very High,Very High,Good
2091,42,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,170460,7.0,11,10.0,3,4,0,3,1.4285714285714286,Very High,Low,Best
2092,60,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,25640,0.0,14,12.0,3,11,1,9,inf,Medium,Very High,Better
2093,32,Travel_Frequently,Sales,Female,Entry Level,Sales Executive,Married,102660,1.0,11,2.0,3,2,2,2,2.0,High,Medium,Better
2094,32,Travel_Frequently,Research & Development,Female,Junior Level,Research Scientist,Single,50700,4.0,12,10.0,6,8,0,7,2.5,Very High,High,Better
2095,36,Travel_Rarely,Sales,Male,Senior Level,Healthcare Representative,Divorced,178610,2.0,18,17.0,2,7,7,7,8.5,High,Low,Better
2096,33,Travel_Rarely,Sales,Male,Entry Level,Research Scientist,Married,42300,0.0,12,15.0,0,14,4,10,inf,Low,Very High,Better
2097,40,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,37800,7.0,12,7.0,2,5,1,3,1.0,Medium,Medium,Best
2098,25,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,27680,0.0,22,5.0,0,4,1,1,inf,High,Very High,Better
2099,30,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Married,90710,0.0,19,12.0,2,11,5,7,inf,Very High,Medium,Better
2100,42,Travel_Frequently,Human Resources,Male,Entry Level,Sales Executive,Married,106480,3.0,13,20.0,1,1,0,0,6.666666666666667,Low,Low,Better
2101,35,Non-Travel,Research & Development,Male,Junior Level,Sales Executive,Married,136100,4.0,22,16.0,4,13,4,12,4.0,High,Very High,Good
2102,27,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Married,34080,1.0,24,9.0,2,9,6,8,9.0,Low,Low,Good
2103,54,Travel_Frequently,Research & Development,Male,Junior Level,Sales Representative,Divorced,29830,7.0,14,33.0,2,5,1,4,4.714285714285714,Very High,High,Bad
2104,44,Travel_Rarely,Human Resources,Male,Executive,Laboratory Technician,Married,76320,1.0,21,10.0,3,10,7,7,10.0,Low,Very High,Better
2105,19,Non-Travel,Sales,Male,Mid Level,Healthcare Representative,Single,98240,1.0,18,1.0,2,1,0,0,1.0,Low,Medium,Best
2106,29,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,99500,1.0,20,3.0,3,3,1,2,3.0,Low,Very High,Better
2107,54,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,20930,3.0,19,36.0,2,10,0,9,12.0,Very High,Very High,Better
2108,31,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,99800,1.0,12,6.0,1,6,0,1,6.0,High,Low,Good
2109,31,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,38940,1.0,12,10.0,3,10,1,8,10.0,High,Low,Better
2110,59,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,40510,5.0,16,13.0,3,6,0,5,2.6,High,Very High,Better
2111,43,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Married,168350,3.0,17,25.0,3,8,0,7,8.333333333333334,High,Very High,Better
2112,49,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Married,62300,2.0,14,23.0,2,1,0,0,11.5,Low,High,Best
2113,36,Travel_Frequently,Sales,Female,Entry Level,Laboratory Technician,Married,47170,1.0,19,12.0,3,11,0,7,12.0,High,Medium,Good
2114,48,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Single,132370,5.0,13,7.0,2,1,0,0,1.4,Very High,Medium,Good
2115,27,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,37550,1.0,19,5.0,2,5,0,3,5.0,Low,High,Better
2116,29,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Divorced,65820,1.0,19,6.0,3,6,1,0,6.0,High,Very High,Better
2117,48,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Single,74060,6.0,14,25.0,2,1,0,0,4.166666666666667,Very High,Very High,Best
2118,29,Travel_Rarely,Research & Development,Female,Junior Level,Healthcare Representative,Divorced,48050,3.0,16,9.0,2,7,1,7,3.0,Very High,Very High,Good
2119,34,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,27410,0.0,15,2.0,3,1,0,0,inf,High,High,Good
2120,44,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,42620,7.0,18,26.0,2,22,3,10,3.7142857142857144,Medium,Medium,Better
2121,33,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Divorced,161840,0.0,13,10.0,2,9,0,8,inf,Very High,High,Better
2122,19,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Single,115570,1.0,22,1.0,0,1,0,1,1.0,Medium,Very High,Better
2123,23,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Married,18780,1.0,13,1.0,2,1,0,1,1.0,Very High,High,Better
2124,25,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Single,109320,1.0,11,1.0,3,1,1,0,1.0,High,Very High,Better
2125,26,Travel_Rarely,Human Resources,Male,Junior Level,Research Scientist,Single,68110,1.0,11,8.0,4,8,2,2,8.0,High,Very High,Good
2126,45,Travel_Rarely,Human Resources,Male,Junior Level,Laboratory Technician,Single,43060,2.0,11,26.0,3,24,1,11,13.0,Low,Medium,Better
2127,55,Non-Travel,Research & Development,Female,Junior Level,Manager,Divorced,48590,1.0,24,34.0,3,33,15,0,34.0,Very High,Medium,Better
2128,21,Travel_Frequently,Research & Development,Female,Senior Level,Research Scientist,Single,53370,1.0,14,2.0,2,2,2,2,2.0,Low,High,Bad
2129,46,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,23400,2.0,13,26.0,2,11,0,8,13.0,Very High,Medium,Better
2130,34,Travel_Rarely,Sales,Male,Mid Level,Sales Representative,Single,74910,0.0,14,4.0,3,3,0,2,inf,High,Low,Better
2131,51,Travel_Frequently,Research & Development,Male,Junior Level,Research Director,Divorced,105270,4.0,14,31.0,3,29,11,10,7.75,Very High,Medium,Good
2132,59,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,165950,6.0,21,25.0,2,9,5,4,4.166666666666667,Very High,Very High,Good
2133,34,Travel_Frequently,Sales,Female,Mid Level,Research Scientist,Divorced,88340,4.0,13,15.0,1,11,5,10,3.75,High,Medium,Best
2134,28,Travel_Frequently,Research & Development,Female,Entry Level,Manager,Single,55770,0.0,19,5.0,3,4,0,2,inf,Very High,High,Good
2135,44,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,47070,1.0,17,26.0,4,25,14,13,26.0,High,Low,Good
2136,34,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Married,24000,4.0,18,14.0,3,10,1,8,3.5,High,Medium,Best
2137,35,Travel_Rarely,Research & Development,Male,Senior Level,Healthcare Representative,Married,98240,0.0,19,4.0,2,3,2,2,inf,High,High,Better
2138,42,Travel_Rarely,Research & Development,Female,Entry Level,Manager,Married,64470,6.0,13,18.0,3,1,0,0,3.0,Medium,Medium,Better
2139,43,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,195020,3.0,18,23.0,3,21,15,17,7.666666666666667,Very High,Very High,Best
2140,36,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Single,27250,9.0,21,18.0,4,16,5,12,2.0,High,Medium,Better
2141,44,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Married,62720,1.0,19,10.0,3,10,0,5,10.0,Low,Very High,Better
2142,28,Travel_Frequently,Research & Development,Female,Junior Level,Sales Representative,Married,21270,1.0,14,2.0,3,2,2,2,2.0,Very High,Very High,Better
2143,51,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Single,182000,0.0,17,8.0,3,7,7,7,inf,Medium,High,
2144,30,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Single,20960,7.0,11,10.0,2,8,1,7,1.4285714285714286,High,High,Better
2145,29,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Divorced,28860,3.0,13,10.0,4,7,7,7,3.3333333333333335,Medium,High,Better
2146,28,Travel_Rarely,Sales,Female,Junior Level,Sales Representative,Single,20330,2.0,15,5.0,5,3,1,2,2.5,Very High,Low,Good
2147,25,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,36220,1.0,25,2.0,0,2,2,1,2.0,Very High,Medium,Good
2148,32,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Married,42330,1.0,11,10.0,5,10,0,8,10.0,High,Very High,Best
2149,45,Travel_Frequently,Research & Development,Male,Mid Level,Laboratory Technician,Single,36810,3.0,17,22.0,2,0,0,0,7.333333333333333,,Medium,Better
2150,39,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Divorced,54600,6.0,13,21.0,3,19,15,2,3.5,High,Medium,Better
2151,58,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,21870,1.0,18,2.0,1,2,2,2,2.0,Low,High,Better
2152,32,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Married,96020,1.0,13,10.0,3,10,1,1,10.0,Very High,High,Better
2153,39,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,28360,0.0,20,6.0,3,5,0,3,inf,High,Low,Better
2154,30,Travel_Rarely,Sales,Male,Senior Level,Research Director,Married,40890,0.0,18,10.0,2,9,6,7,inf,Low,Very High,Better
2155,36,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Married,166270,3.0,12,10.0,5,7,1,7,3.3333333333333335,Very High,High,Better
2156,46,Travel_Rarely,Sales,Male,Entry Level,Research Scientist,Single,26190,6.0,12,10.0,3,7,5,7,1.6666666666666667,Very High,Low,Best
2157,28,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,56790,0.0,13,10.0,2,9,7,5,inf,High,Very High,Better
2158,50,Travel_Rarely,Research & Development,Female,Executive,Laboratory Technician,Married,154020,4.0,21,25.0,3,3,1,2,6.25,Very High,Low,Better
2159,40,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Single,59850,2.0,13,9.0,1,5,1,0,4.5,Very High,Medium,Better
2160,52,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Single,25790,9.0,19,10.0,1,8,7,7,1.1111111111111112,Medium,Medium,Good
